,model_number,Timestamp,Latitude,Longitude,Voltage,Current,State Of Charge,BM_MaxCellVolt,BM_MaxCellID,BM_MinCellVolt,Frame_numberV,BM_MinCellID,Max_monomer_temperature,Min_monomer_temperature,Charging_MOS_tube_status,Discharge_MOS_tube_status,Capacity(Ah),Charge_Discharge_cycles,isflag,date,charging_time_diff_min,zone
198182,it_350317170589794,29-06-24 23:44,19.1752066,72.8566433,50.9,10.6,78.8,2.327,1,2.305,0.022,21,33,31,1,1,29156,138,0,29-06-24,1,221
198183,it_350317170589794,29-06-24 23:45,19.1752016,72.856635,50.9,11.5,79.3,2.329,1,2.307,0.022,18,33,31,1,1,29341,138,0,29-06-24,1,221
198184,it_350317170589794,29-06-24 23:46,19.1751983,72.8566433,51,12.2,79.9,2.33,7,2.309,0.021,22,33,31,1,1,29563,138,0,29-06-24,1,221
198185,it_350317170589794,29-06-24 23:47,19.1751866,72.856645,51,10.9,80.4,2.335,7,2.313,0.022,18,31,31,1,1,29748,138,0,29-06-24,1,221
198186,it_350317170589794,29-06-24 23:48,19.1751783,72.856635,51.1,10.8,80.9,2.337,1,2.316,0.021,21,31,31,1,1,29933,138,0,29-06-24,1,221
198187,it_350317170589794,29-06-24 23:49,19.1751733,72.8566066,51.2,12.9,81.5,2.337,1,2.319,0.018,21,31,31,1,1,30155,138,0,29-06-24,1,221
198188,it_350317170589794,29-06-24 23:50,19.175175,72.8566099,51.2,12.6,82,2.341,1,2.321,0.02,18,31,31,1,1,30340,138,0,29-06-24,1,221
198189,it_350317170589794,29-06-24 23:51,19.1751783,72.8566033,51.3,10.7,82.5,2.347,1,2.324,0.023,22,31,31,1,1,30525,138,0,29-06-24,1,221
198190,it_350317170589794,29-06-24 23:52,19.1751633,72.8566216,51.4,10.5,83.1,2.35,1,2.326,0.024,22,31,31,1,1,30747,138,0,29-06-24,1,221
198191,it_350317170589794,29-06-24 23:53,19.1751633,72.8566216,51.4,12.6,83.6,2.349,1,2.33,0.019,18,31,31,1,1,30932,138,0,29-06-24,1,221
198192,it_350317170589794,29-06-24 23:54,19.1751633,72.8566116,51.5,10.9,84.1,2.356,1,2.333,0.023,18,31,31,1,1,31117,138,0,29-06-24,1,221
198193,it_350317170589794,29-06-24 23:55,19.1751633,72.8566066,51.6,12.6,84.6,2.357,1,2.337,0.02,18,31,31,1,1,31302,138,0,29-06-24,1,221
198194,it_350317170589794,29-06-24 23:56,19.175165,72.8566066,51.6,12.5,85.2,2.36,1,2.34,0.02,18,31,31,1,1,31524,138,0,29-06-24,1,221
198195,it_350317170589794,29-06-24 23:57,19.1751666,72.8566033,51.7,10.5,85.7,2.366,1,2.342,0.024,14,31,31,1,1,31709,138,0,29-06-24,1,221
198196,it_350317170589794,29-06-24 23:58,19.1751683,72.8566016,51.8,11.5,86.2,2.368,1,2.345,0.023,18,31,31,1,1,31894,138,0,29-06-24,1,221
198197,it_350317170589794,29-06-24 23:59,19.1751716,72.856595,51.8,12.6,86.8,2.371,1,2.349,0.022,18,31,31,1,1,32116,138,0,29-06-24,1,221
198198,it_350317170589794,30-06-24 00:00,19.1751716,72.8565933,51.9,13.2,87.3,2.371,1,2.352,0.019,18,31,31,1,1,32301,138,0,30-06-24,1,221
198199,it_350317170589794,30-06-24 00:01,19.1751633,72.8566116,52,12.7,87.8,2.376,1,2.355,0.021,18,31,31,1,1,32486,138,0,30-06-24,1,221
198200,it_350317170589794,30-06-24 00:02,19.1751616,72.8566083,52.1,12.5,88.4,2.38,1,2.359,0.021,18,31,31,1,1,32708,138,0,30-06-24,1,221
198201,it_350317170589794,30-06-24 00:03,19.1751616,72.8566083,52.1,13.3,88.9,2.382,1,2.361,0.021,18,31,31,1,1,32893,138,0,30-06-24,1,221
198202,it_350317170589794,30-06-24 00:04,19.175155,72.8566,52.2,11.3,89.4,2.389,1,2.365,0.024,18,31,31,1,1,33078,138,0,30-06-24,1,221
198203,it_350317170589794,30-06-24 00:05,19.17515,72.8566033,52.3,10.2,90,2.395,1,2.369,0.026,14,31,31,1,1,33300,138,0,30-06-24,1,221
198204,it_350317170589794,30-06-24 00:06,19.1751533,72.8565849,52.4,12.7,90.5,2.395,1,2.372,0.023,21,31,31,1,1,33485,138,0,30-06-24,1,221
198205,it_350317170589794,30-06-24 00:07,19.1751483,72.8565649,52.5,10.5,91,2.402,1,2.375,0.027,14,31,31,1,1,33670,138,0,30-06-24,1,221
198206,it_350317170589794,30-06-24 00:08,19.1751599,72.8565349,52.5,13.2,91.6,2.4,1,2.379,0.021,18,31,31,1,1,33892,138,0,30-06-24,1,221
198207,it_350317170589794,30-06-24 00:09,19.1751683,72.8565066,52.6,10.7,92.1,2.409,1,2.383,0.026,14,31,31,1,1,34077,138,0,30-06-24,1,221
198209,it_350317170589794,30-06-24 00:11,19.17519,72.8565333,52.7,12.8,92.9,2.41,1,2.389,0.021,21,31,31,1,1,34373,138,0,30-06-24,2,221
198210,it_350317170589794,30-06-24 00:12,19.1751933,72.8565549,52.8,10.2,93.5,2.419,1,2.392,0.027,14,31,31,1,1,34595,138,0,30-06-24,1,221
198211,it_350317170589794,30-06-24 00:13,19.1751933,72.8565549,52.9,13.3,94,2.418,1,2.397,0.021,18,31,31,1,1,34780,139,0,30-06-24,1,221
198212,it_350317170589794,30-06-24 00:14,19.1751933,72.8565583,53,13,94.5,2.422,1,2.402,0.02,14,31,31,1,1,34965,139,0,30-06-24,1,221
198213,it_350317170589794,30-06-24 00:15,19.1751933,72.8565583,53.1,12.3,95,2.427,1,2.405,0.022,14,31,31,1,1,35150,139,0,30-06-24,1,221
198214,it_350317170589794,30-06-24 00:16,19.1752,72.85654,53.2,10.2,95.6,2.435,1,2.407,0.028,14,31,31,1,1,35372,139,0,30-06-24,1,221
198215,it_350317170589794,30-06-24 00:17,19.1752033,72.8565249,53.3,10.1,96.1,2.44,1,2.412,0.028,4,31,31,1,1,35557,139,0,30-06-24,1,221
198216,it_350317170589794,30-06-24 00:18,19.1752033,72.85652,53.4,11.5,96.6,2.444,1,2.417,0.027,4,31,31,1,1,35742,139,0,30-06-24,1,221
198217,it_350317170589794,30-06-24 00:19,19.1752,72.8565333,53.5,10.7,97.2,2.447,1,2.42,0.027,14,31,31,1,1,35964,139,0,30-06-24,1,221
198218,it_350317170589794,30-06-24 00:20,19.1751983,72.85652,53.6,13.1,97.7,2.447,1,2.426,0.021,20,31,31,1,1,36149,139,0,30-06-24,1,221
198219,it_350317170589794,30-06-24 00:21,19.1751933,72.8565183,53.7,13.3,98.2,2.452,1,2.43,0.022,20,31,31,1,1,36334,139,0,30-06-24,1,221
198220,it_350317170589794,30-06-24 00:22,19.1751866,72.8565349,53.8,12.6,98.8,2.458,1,2.436,0.022,14,31,31,1,1,36556,139,0,30-06-24,1,221
198221,it_350317170589794,30-06-24 00:23,19.17518,72.8565483,53.9,12.1,99.1,2.463,1,2.44,0.023,14,31,31,1,1,36667,139,0,30-06-24,1,221
198222,it_350317170589794,30-06-24 00:24,19.1751816,72.8565483,54,12.8,99.1,2.466,1,2.445,0.021,21,31,31,1,1,36667,139,0,30-06-24,1,221
198223,it_350317170589794,30-06-24 00:25,19.1751816,72.856545,54.1,13.5,99.1,2.471,10,2.45,0.021,20,31,31,1,1,36667,139,0,30-06-24,1,221
198224,it_350317170589794,30-06-24 00:26,19.175165,72.8565566,54.2,13.5,99.1,2.478,10,2.455,0.023,22,31,31,1,1,36667,139,0,30-06-24,1,221
198225,it_350317170589794,30-06-24 00:27,19.1751566,72.8565733,54.4,10.2,99.1,2.488,1,2.46,0.028,14,31,31,1,1,36667,139,0,30-06-24,1,221
198226,it_350317170589794,30-06-24 00:28,19.1751249,72.856605,54.6,12,99.1,2.494,10,2.466,0.028,22,31,31,1,1,36667,139,0,30-06-24,1,221
198227,it_350317170589794,30-06-24 00:29,19.1751066,72.85663,54.8,11.4,99.1,2.511,9,2.471,0.04,22,31,31,1,1,36667,139,0,30-06-24,1,221
198228,it_350317170589794,30-06-24 00:30,19.175095,72.8566383,55.2,9.8,99.1,2.568,9,2.479,0.089,22,31,31,1,1,36667,139,0,30-06-24,1,221
198289,it_350317170589794,30-06-24 01:17,19.1742349,72.8561383,54.2,3,99.7,2.473,11,2.45,0.023,14,31,31,1,1,36889,139,0,30-06-24,46.96666667,222
198312,it_350317170589794,30-06-24 01:21,19.173705,72.84648,54.1,19.1,98.5,2.475,7,2.448,0.027,22,31,31,1,1,36445,139,0,30-06-24,3.833333333,222
198377,it_350317170589794,30-06-24 01:37,19.1806516,72.8360433,53.1,7.3,96.7,2.444,1,2.421,0.023,20,31,31,1,1,35779,139,0,30-06-24,15.83333333,223
198381,it_350317170589794,30-06-24 01:37,19.1838333,72.8357716,53.5,19.4,96.1,2.453,1,2.421,0.032,20,31,31,1,1,35557,139,0,30-06-24,0.666666667,223
198384,it_350317170589794,30-06-24 01:38,19.1857016,72.8356366,53.2,9.7,96,2.432,1,2.411,0.021,20,31,31,1,1,35520,139,0,30-06-24,0.5,223
198388,it_350317170589794,30-06-24 01:38,19.1884583,72.8354833,53.3,15.2,95.6,2.44,1,2.414,0.026,20,31,31,1,1,35372,139,0,30-06-24,0.666666667,223
198435,it_350317170589794,30-06-24 01:55,19.1904333,72.8256466,52.7,6.9,94,2.421,7,2.398,0.023,20,31,31,1,1,34780,139,0,30-06-24,16.81666667,224
198442,it_350317170589794,30-06-24 01:56,19.19054,72.8242683,52.8,4.1,93.8,2.409,11,2.393,0.016,20,31,31,1,1,34706,139,0,30-06-24,1.166666667,224
198466,it_350317170589794,30-06-24 02:00,19.1888916,72.8196566,52.7,3.9,93,2.405,1,2.388,0.017,14,31,31,1,1,34410,139,0,30-06-24,4,224
198493,it_350317170589794,30-06-24 02:16,19.18567,72.8191316,52.6,4.4,92.6,2.401,1,2.385,0.016,20,31,31,1,1,34262,139,0,30-06-24,15.18333333,225
198498,it_350317170589794,30-06-24 02:16,19.185275,72.820945,52.6,10,92.3,2.406,1,2.385,0.021,21,31,31,1,1,34151,139,0,30-06-24,0.833333333,225
199172,it_350317170589794,30-06-24 12:44,19.1837216,72.819165,51.9,3.5,89.6,2.367,2,2.353,0.014,14,31,30,1,1,33152,139,0,30-06-24,627.2166667,226
199264,it_350317170589794,30-06-24 13:20,19.1838799,72.824485,51.6,7.2,87.8,2.358,1,2.34,0.018,18,31,30,1,1,32486,139,0,30-06-24,36.45,227
199270,it_350317170589794,30-06-24 13:21,19.1855883,72.8247033,51.5,5.1,87.4,2.352,1,2.337,0.015,14,31,30,1,1,32338,139,0,30-06-24,1,227
199294,it_350317170589794,30-06-24 13:29,19.1902949,72.825325,51.4,3.2,86.4,2.344,2,2.331,0.013,14,31,30,1,1,31968,139,0,30-06-24,7.966666667,227
199299,it_350317170589794,30-06-24 13:30,19.1934983,72.8258166,51.3,12.3,85.5,2.35,1,2.324,0.026,14,31,30,1,1,31635,139,0,30-06-24,0.833333333,227
199300,it_350317170589794,30-06-24 13:30,19.1941,72.8258933,51.2,11.9,85.4,2.358,1,2.331,0.027,18,31,30,1,1,31598,139,0,30-06-24,0.166666667,227
199302,it_350317170589794,30-06-24 13:30,19.1949766,72.8259183,51.2,4.3,85.2,2.338,1,2.324,0.014,14,31,30,1,1,31524,139,0,30-06-24,0.333333333,227
199304,it_350317170589794,30-06-24 13:31,19.1959999,72.8260933,51.3,7.7,85,2.341,1,2.325,0.016,14,31,30,1,1,31450,139,0,30-06-24,0.333333333,227
199307,it_350317170589794,30-06-24 13:31,19.1962983,72.8253083,51.1,4.3,84.8,2.335,1,2.321,0.014,14,31,30,1,1,31376,139,0,30-06-24,0.5,227
199313,it_350317170589794,30-06-24 13:32,19.1959216,72.8221516,51.2,7.1,84.3,2.338,1,2.321,0.017,14,31,30,1,1,31191,139,0,30-06-24,1,227
199314,it_350317170589794,30-06-24 13:32,19.1958966,72.8217966,51.1,3.1,84.2,2.329,3,2.317,0.012,14,31,30,1,1,31154,139,0,30-06-24,0.166666667,227
199329,it_350317170589794,30-06-24 13:36,19.194365,72.8220833,51.1,4.2,83.8,2.33,1,2.315,0.015,18,31,30,1,1,31006,139,0,30-06-24,3.483333333,227
199334,it_350317170589794,30-06-24 13:37,19.191975,72.82198,51.1,8.1,83.3,2.332,1,2.315,0.017,18,31,30,1,1,30821,139,0,30-06-24,0.833333333,227
199344,it_350317170589794,30-06-24 13:38,19.188935,72.8196316,50.9,6.6,82.6,2.32,2,2.307,0.013,14,31,30,1,1,30562,139,0,30-06-24,1.666666667,227
199347,it_350317170589794,30-06-24 13:39,19.1872733,72.8191216,50.8,5.5,82.2,2.333,1,2.311,0.022,18,31,30,1,1,30414,139,0,30-06-24,0.5,227
199348,it_350317170589794,30-06-24 13:39,19.186715,72.8189716,50.9,5,82.1,2.314,2,2.303,0.011,14,31,30,1,1,30377,139,0,30-06-24,0.166666667,227
199440,it_350317170589794,30-06-24 14:12,19.1886133,72.825075,50.5,6.3,79.4,2.308,1,2.293,0.015,14,31,30,1,1,29378,139,0,30-06-24,32.86666667,228
199443,it_350317170589794,30-06-24 14:12,19.1902233,72.8253233,50.6,7.8,79.1,2.31,7,2.293,0.017,18,31,30,1,1,29267,139,0,30-06-24,0.5,228
199453,it_350317170589794,30-06-24 14:14,19.1901249,72.8295349,50.4,3.9,78.4,2.298,7,2.285,0.013,18,31,30,1,1,29008,139,0,30-06-24,1.666666667,228
199570,it_350317170589794,30-06-24 14:45,19.1874583,72.8248933,49.8,3.2,72.6,2.271,7,2.26,0.011,18,31,30,1,1,26862,139,0,30-06-24,30.41666667,229
199577,it_350317170589794,30-06-24 14:46,19.1869366,72.8235583,49.7,2.6,72.3,2.267,12,2.258,0.009,18,31,30,1,1,26751,139,0,30-06-24,1.166666667,229
199582,it_350317170589794,30-06-24 14:47,19.1855566,72.8235833,49.7,3.6,71.9,2.264,7,2.253,0.011,18,31,30,1,1,26603,139,0,30-06-24,0.833333333,229
199849,it_350317170589794,30-06-24 16:44,19.1852266,72.8238049,49.2,5,64.2,2.246,7,2.231,0.015,22,31,31,1,1,23754,139,0,30-06-24,117.8833333,230
199875,it_350317170589794,30-06-24 16:50,19.1887966,72.81958,49,5.8,62.7,2.241,7,2.226,0.015,22,31,31,1,1,23199,139,0,30-06-24,6,230
199886,it_350317170589794,30-06-24 16:52,19.19139,72.821645,49,3.7,62,2.238,7,2.224,0.014,22,31,31,1,1,22940,139,0,30-06-24,1.833333333,230
199928,it_350317170589794,30-06-24 17:28,19.1918566,72.82202,48.9,2.9,61.6,2.229,12,2.217,0.012,3,31,31,1,1,22792,139,0,30-06-24,36.15,231
199946,it_350317170589794,30-06-24 17:31,19.1867533,72.8189649,48.8,6.1,60.1,2.232,7,2.216,0.016,22,31,31,1,1,22237,139,0,30-06-24,3,231
200208,it_350317170589794,30-06-24 20:01,19.185345,72.82288,48.6,2.8,55.6,2.213,7,2.204,0.009,22,31,31,1,1,20572,139,0,30-06-24,150.0666667,232
201197,it_350317170589794,01-07-24 11:24,19.1902316,72.8277283,48.4,7.7,52.2,2.218,7,2.199,0.019,22,31,31,1,1,19314,139,0,01-07-24,922.2666667,233
201205,it_350317170589794,01-07-24 11:25,19.189325,72.830405,48.3,2.6,51.8,2.203,7,2.195,0.008,22,31,31,1,1,19166,139,0,01-07-24,1.333333333,233
201232,it_350317170589794,01-07-24 11:30,19.1837766,72.8358933,48.1,3.3,50.3,2.202,7,2.187,0.015,22,31,31,1,1,18611,139,0,01-07-24,4.5,233
201234,it_350317170589794,01-07-24 11:30,19.182235,72.8360066,48.6,18.8,50.1,2.221,7,2.193,0.028,22,31,31,1,1,18537,139,0,01-07-24,0.333333333,233
201238,it_350317170589794,01-07-24 11:31,19.180145,72.8365333,48.4,8.7,49.8,2.211,7,2.193,0.018,22,31,31,1,1,18426,139,0,01-07-24,0.666666667,233
201250,it_350317170589794,01-07-24 11:33,19.1774316,72.8385933,48.3,6.8,49.3,2.206,7,2.19,0.016,22,31,31,1,1,18241,139,0,01-07-24,2,233
201251,it_350317170589794,01-07-24 11:33,19.1770083,72.8386183,48.2,4.6,49.2,2.197,7,2.186,0.011,22,31,31,1,1,18204,139,0,01-07-24,0.166666667,233
201288,it_350317170589794,01-07-24 11:39,19.17271,72.85373,48.3,11,46.4,2.21,7,2.187,0.023,22,31,31,1,1,17168,139,0,01-07-24,6.183333333,233
201305,it_350317170589794,01-07-24 11:43,19.17507,72.8565233,48.4,10.9,45.6,2.218,7,2.194,0.024,22,31,31,1,1,16872,139,0,01-07-24,4.5,233
201306,it_350317170589794,01-07-24 11:44,19.1750716,72.8565166,48.6,11.1,46.2,2.224,1,2.2,0.024,22,31,31,1,1,17094,139,0,01-07-24,1,233
201307,it_350317170589794,01-07-24 11:45,19.1750766,72.8565116,48.6,12.6,46.7,2.223,1,2.202,0.021,22,31,31,1,1,17279,139,0,01-07-24,1,233
201308,it_350317170589794,01-07-24 11:46,19.17508,72.8565116,48.6,12.5,47.2,2.227,7,2.203,0.024,22,31,31,1,1,17464,139,0,01-07-24,1,233
201309,it_350317170589794,01-07-24 11:47,19.1750899,72.856515,48.7,11.1,47.8,2.23,7,2.205,0.025,22,31,31,1,1,17686,139,0,01-07-24,1,233
201310,it_350317170589794,01-07-24 11:48,19.1751033,72.8565099,48.7,10.9,48.3,2.23,1,2.206,0.024,22,31,31,1,1,17871,139,0,01-07-24,1,233
201311,it_350317170589794,01-07-24 11:49,19.1751116,72.8565,48.7,12.8,48.8,2.229,7,2.207,0.022,22,31,31,1,1,18056,139,0,01-07-24,1,233
201312,it_350317170589794,01-07-24 11:50,19.1751116,72.8564966,48.8,11.3,49.4,2.233,7,2.208,0.025,22,31,31,1,1,18278,139,0,01-07-24,1,233
201313,it_350317170589794,01-07-24 11:51,19.1751233,72.8564883,48.8,10.9,49.9,2.234,1,2.21,0.024,22,31,31,1,1,18463,139,0,01-07-24,1,233
201314,it_350317170589794,01-07-24 11:52,19.1751316,72.8564866,48.8,12.6,50.4,2.232,1,2.211,0.021,22,31,31,1,1,18648,139,0,01-07-24,1,233
201315,it_350317170589794,01-07-24 11:53,19.1751383,72.856485,48.8,10.9,51,2.237,1,2.213,0.024,22,31,31,1,1,18870,139,0,01-07-24,1,233
201316,it_350317170589794,01-07-24 11:54,19.1751349,72.8565016,48.9,11.3,51.5,2.237,1,2.214,0.023,22,31,31,1,1,19055,139,0,01-07-24,1,233
201317,it_350317170589794,01-07-24 11:55,19.1751366,72.8565116,48.9,10.7,52,2.239,1,2.215,0.024,22,31,31,1,1,19240,139,0,01-07-24,1,233
201318,it_350317170589794,01-07-24 11:56,19.1751349,72.8565083,48.9,12,52.6,2.24,7,2.217,0.023,22,31,31,1,1,19462,139,0,01-07-24,1,233
201319,it_350317170589794,01-07-24 11:57,19.1751399,72.8564883,49,11.4,53.1,2.242,7,2.218,0.024,22,31,31,1,1,19647,139,0,01-07-24,1,233
201320,it_350317170589794,01-07-24 11:58,19.1751316,72.8564733,49,11,53.6,2.243,1,2.219,0.024,22,33,31,1,1,19832,139,0,01-07-24,1,233
201321,it_350317170589794,01-07-24 11:59,19.1751349,72.8564616,49,11.3,54.2,2.243,7,2.22,0.023,22,33,31,1,1,20054,139,0,01-07-24,1,233
201322,it_350317170589794,01-07-24 12:00,19.1751416,72.8564483,49,11.2,54.7,2.245,1,2.221,0.024,22,33,31,1,1,20239,139,0,01-07-24,1,233
201323,it_350317170589794,01-07-24 12:01,19.1751333,72.8564266,49.1,11,55.2,2.248,7,2.223,0.025,22,33,31,1,1,20424,139,0,01-07-24,1,233
201324,it_350317170589794,01-07-24 12:02,19.1751316,72.8564266,49.1,12.7,55.8,2.245,1,2.224,0.021,22,33,31,1,1,20646,139,0,01-07-24,1,233
201325,it_350317170589794,01-07-24 12:03,19.1751249,72.856445,49.1,12.1,56.3,2.247,7,2.226,0.021,22,33,31,1,1,20831,139,0,01-07-24,1,233
201326,it_350317170589794,01-07-24 12:04,19.1751283,72.856465,49.2,11.2,56.8,2.251,1,2.227,0.024,22,33,31,1,1,21016,139,0,01-07-24,1,233
201327,it_350317170589794,01-07-24 12:05,19.1751266,72.8564733,49.2,11.9,57.3,2.251,7,2.229,0.022,22,33,31,1,1,21201,139,0,01-07-24,1,233
201328,it_350317170589794,01-07-24 12:06,19.1751333,72.8564766,49.2,11.7,57.9,2.253,7,2.23,0.023,22,33,31,1,1,21423,139,0,01-07-24,1,233
201329,it_350317170589794,01-07-24 12:07,19.1751399,72.8564983,49.3,12.8,58.4,2.252,1,2.231,0.021,22,33,31,1,1,21608,139,0,01-07-24,1,233
201330,it_350317170589794,01-07-24 12:08,19.1751583,72.8564616,49.3,12.6,58.9,2.255,7,2.233,0.022,22,33,31,1,1,21793,139,0,01-07-24,1,233
201331,it_350317170589794,01-07-24 12:09,19.1751599,72.856465,49.3,11.4,59.5,2.257,1,2.234,0.023,22,33,31,1,1,22015,139,0,01-07-24,1,233
201332,it_350317170589794,01-07-24 12:10,19.1751633,72.856455,49.4,11,60,2.26,7,2.235,0.025,22,33,31,1,1,22200,139,0,01-07-24,1,233
201333,it_350317170589794,01-07-24 12:11,19.1751616,72.8564716,49.4,11.1,60.5,2.261,7,2.237,0.024,22,33,31,1,1,22385,139,0,01-07-24,1,233
201334,it_350317170589794,01-07-24 12:12,19.1751566,72.8564799,49.4,12.1,61.1,2.261,7,2.239,0.022,22,33,31,1,1,22607,139,0,01-07-24,1,233
201335,it_350317170589794,01-07-24 12:13,19.1751533,72.8564866,49.5,11,61.6,2.263,7,2.241,0.022,22,33,31,1,1,22792,139,0,01-07-24,1,233
201336,it_350317170589794,01-07-24 12:14,19.1751483,72.8564916,49.5,10.7,62.1,2.266,7,2.242,0.024,22,33,31,1,1,22977,139,0,01-07-24,1,233
201337,it_350317170589794,01-07-24 12:15,19.17515,72.856495,49.5,10.7,62.7,2.268,1,2.244,0.024,22,33,31,1,1,23199,139,0,01-07-24,1,233
201338,it_350317170589794,01-07-24 12:16,19.1751466,72.8565,49.6,11.5,63.2,2.269,7,2.245,0.024,22,33,31,1,1,23384,139,0,01-07-24,1,233
201339,it_350317170589794,01-07-24 12:17,19.1751566,72.8564916,49.6,12.4,63.7,2.268,7,2.246,0.022,22,33,31,1,1,23569,139,0,01-07-24,1,233
201340,it_350317170589794,01-07-24 12:18,19.1751516,72.8564933,49.6,11.6,64.3,2.271,1,2.249,0.022,22,33,31,1,1,23791,139,0,01-07-24,1,233
201341,it_350317170589794,01-07-24 12:19,19.1751516,72.8564866,49.7,10.9,64.8,2.274,1,2.249,0.025,22,33,31,1,1,23976,139,0,01-07-24,1,233
201342,it_350317170589794,01-07-24 12:20,19.175145,72.8564783,49.7,12.6,65.3,2.272,1,2.252,0.02,22,33,31,1,1,24161,139,0,01-07-24,1,233
201343,it_350317170589794,01-07-24 12:21,19.1751316,72.8564899,49.7,11.6,65.9,2.276,7,2.253,0.023,22,33,31,1,1,24383,139,0,01-07-24,1,233
201372,it_350317170589794,01-07-24 12:27,19.17466,72.8605083,49.4,14.1,64.9,2.264,7,2.239,0.025,22,33,31,1,1,24013,139,0,01-07-24,5.533333333,233
201384,it_350317170589794,01-07-24 12:29,19.175275,72.8638816,49.2,5.9,64.3,2.248,7,2.229,0.019,22,33,31,1,1,23791,139,0,01-07-24,2,233
201399,it_350317170589794,01-07-24 12:31,19.1757183,72.8715333,49.4,18.3,62.7,2.271,7,2.235,0.036,22,33,31,1,1,23199,139,0,01-07-24,2.5,233
201404,it_350317170589794,01-07-24 12:32,19.1758816,72.8740883,49,3.4,62.3,2.234,7,2.223,0.011,22,33,31,1,1,23051,139,0,01-07-24,0.833333333,233
201414,it_350317170589794,01-07-24 12:34,19.1777433,72.8767133,48.9,4.7,61.1,2.233,7,2.217,0.016,22,33,31,1,1,22607,139,0,01-07-24,1.666666667,233
201442,it_350317170589794,01-07-24 12:40,19.17781,72.8767833,48.9,2.6,60.9,2.229,7,2.22,0.009,22,33,31,1,1,22533,139,0,01-07-24,6.35,233
201455,it_350317170589794,01-07-24 12:43,19.17832,72.8761466,49.1,11.9,60.3,2.247,7,2.221,0.026,22,33,31,1,1,22311,139,0,01-07-24,3,233
201475,it_350317170589794,01-07-24 12:51,19.1770283,72.8771416,48.8,4,59.6,2.229,7,2.215,0.014,22,33,31,1,1,22052,139,0,01-07-24,8.1,233
201476,it_350317170589794,01-07-24 12:52,19.1765716,72.8773816,49,12.7,59.5,2.246,7,2.22,0.026,22,33,31,1,1,22015,139,0,01-07-24,0.166666667,233
201478,it_350317170589794,01-07-24 12:52,19.1761833,72.8764183,49,13.6,59.3,2.258,1,2.223,0.035,22,33,31,1,1,21941,139,0,01-07-24,0.333333333,233
201492,it_350317170589794,01-07-24 12:54,19.1757116,72.8673566,48.9,7.9,58.3,2.227,7,2.214,0.013,22,33,31,1,1,21571,139,0,01-07-24,2.333333333,233
201494,it_350317170589794,01-07-24 12:55,19.175645,72.86599,48.9,7.8,58.3,2.233,7,2.218,0.015,22,33,31,1,1,21571,139,0,01-07-24,0.333333333,233
201501,it_350317170589794,01-07-24 12:56,19.1751766,72.86371,49.1,18.3,58.1,2.258,7,2.222,0.036,22,33,31,1,1,21497,139,0,01-07-24,1.166666667,233
201502,it_350317170589794,01-07-24 12:56,19.175055,72.8632066,48.7,7,58.1,2.225,7,2.211,0.014,20,33,31,1,1,21497,139,0,01-07-24,0.166666667,233
201503,it_350317170589794,01-07-24 12:56,19.1749283,72.8623266,49,12.4,58,2.226,1,2.21,0.016,22,33,31,1,1,21460,139,0,01-07-24,0.166666667,233
201526,it_350317170589794,01-07-24 13:00,19.174595,72.8578216,48.6,8.5,57.1,2.23,7,2.21,0.02,22,33,31,1,1,21127,139,0,01-07-24,3.85,233
201546,it_350317170589794,01-07-24 13:06,19.1744666,72.8560133,48.7,4.3,56.5,2.221,7,2.209,0.012,22,33,31,1,1,20905,139,0,01-07-24,6.483333333,233
201549,it_350317170589794,01-07-24 13:07,19.1738599,72.8568233,48.6,6.3,56.2,2.223,1,2.207,0.016,22,33,31,1,1,20794,139,0,01-07-24,0.5,233
201568,it_350317170589794,01-07-24 13:11,19.1757366,72.8672433,48.6,15.5,54,2.231,1,2.2,0.031,22,33,31,1,1,19980,139,0,01-07-24,4.4,233
201573,it_350317170589794,01-07-24 13:12,19.175685,72.8710233,48.8,18.9,53.3,2.242,7,2.206,0.036,22,33,31,1,1,19721,139,0,01-07-24,0.833333333,233
201575,it_350317170589794,01-07-24 13:12,19.1758316,72.8726133,48.7,13.7,53.3,2.227,1,2.204,0.023,22,33,31,1,1,19721,139,0,01-07-24,0.333333333,233
201579,it_350317170589794,01-07-24 13:13,19.1759333,72.8748583,48.4,5,53,2.208,1,2.197,0.011,22,33,31,1,1,19610,139,0,01-07-24,0.666666667,233
201587,it_350317170589794,01-07-24 13:14,19.1764433,72.8796733,48.6,16.4,51.9,2.228,7,2.198,0.03,22,33,31,1,1,19203,139,0,01-07-24,1.333333333,233
201603,it_350317170589794,01-07-24 13:17,19.1704966,72.8814383,48.2,2.9,50.2,2.2,7,2.19,0.01,22,33,33,1,1,18574,139,0,01-07-24,2.666666667,233
201615,it_350317170589794,01-07-24 13:19,19.1696016,72.8800866,48.3,3.4,50.1,2.205,7,2.193,0.012,22,33,33,1,1,18537,139,0,01-07-24,2,233
201627,it_350317170589794,01-07-24 13:21,19.1695949,72.87997,48.3,2.6,49.7,2.203,7,2.195,0.008,22,33,33,1,1,18389,139,0,01-07-24,2,233
201629,it_350317170589794,01-07-24 13:21,19.1695516,72.8807216,48.3,4.6,49.7,2.208,7,2.195,0.013,22,33,33,1,1,18389,139,0,01-07-24,0.333333333,233
